Address,Area,Dorms,Baths,Parking Slots,Condominio,IPTU,Price
"Rua Senador Vergueiro, Flamengo","
        65 m²
        ","
        3 
        ","
        2 
        ","
        1 
        ",R$ 716,R$ 1.890,"
    R$ 877.000
    /venda"
"Flamengo, Rio de Janeiro","
        52 m²
        ","
        1 
        ","
        2 
        ",NULL,R$ 750,R$ 111,"
    R$ 550.000
    /venda"
"Rua Senador Vergueiro, Flamengo","
        24 m²
        ","
        1 
        ","
        1 
        ",NULL,R$ 415,R$ 30,"
    R$ 320.000
    /venda"
"Flamengo, Rio de Janeiro","
        48 m²
        ","
        2 
        ","
        2 
        ",NULL,R$ 808,R$ 103,"
    R$ 555.000
    /venda"
"Rua Senador Vergueiro, Flamengo","
        40 m²
        ","
        1 
        ","
        2 
        ",NULL,R$ 460,R$ 1.500,"
    R$ 379.000
    /venda"
"Rua Senador Vergueiro, Flamengo","
        73 m²
        ","
        2 
        ","
        2 
        ",NULL,R$ 682,R$ 1.650,"
    R$ 900.000
    /venda"
"Rua Senador Vergueiro, Flamengo","
        75 m²
        ","
        2 
        ","
        2 
        ",NULL,R$ 850,NULL,"
    R$ 550.000
    /venda"
"Rua Senador Vergueiro, Flamengo","
        50 m²
        ","
        1 
        ","
        1 
        ",NULL,R$ 420,R$ 333,"
    R$ 650.000
    /venda"
"Rua Senador Vergueiro, Flamengo","
        55 m²
        ","
        2 
        ","
        1 
        ",NULL,R$ 750,R$ 74,"
    R$ 630.000
    /venda"
"Rua Senador Vergueiro, Flamengo","
        72 m²
        ","
        2 
        ","
        2 
        ",NULL,R$ 800,R$ 1.000,"
    R$ 598.000
    /venda"
"Rua Senador Vergueiro, Flamengo","
        55 m²
        ","
        1 
        ","
        1 
        ",NULL,R$ 550,R$ 62,"
    R$ 660.000
    /venda"
"Rua Senador Vergueiro, Flamengo","
        42 m²
        ","
        1 
        ","
        1 
        ",NULL,R$ 467,R$ 795,"
    R$ 420.000
    /venda"
"Rua Senador Vergueiro, Flamengo","
        70 m²
        ","
        2 
        ","
        2 
        ",NULL,R$ 882,R$ 158,"
    R$ 610.000
    /venda"
"Rua Senador Vergueiro, Flamengo","
        74 m²
        ","
        2 
        ","
        2 
        ","
        1 
        ",R$ 820,R$ 1.500,"
    R$ 820.000
    /venda"
"Flamengo, Rio de Janeiro","
        55 m²
        ","
        2 
        ","
        1 
        ",NULL,R$ 750,R$ 74,"
    R$ 630.000
    /venda"
"Rua do Resende, Centro","
        64 m²
        ","
        1 - 2 
        ","
        1 - 2 
        ","
        1 
        ",NULL,NULL,"
    Sob consulta
  "
"Rua Ubaldino do Amaral, Centro","
        40 - 54 m²
        ","
        1 
        ","
        1 
        ",NULL,NULL,NULL,"
    R$ 435.624
    /venda"
"Rua Henrique Oswald, Copacabana","
        45 - 91 m²
        ","
        1 
        ","
        1 
        ",NULL,NULL,NULL,"
    Sob consulta
  "
"Rua Senador Vergueiro, Flamengo","
        28 m²
        ","
        1 
        ","
        1 
        ",NULL,R$ 380,R$ 670,"
    R$ 390.000
    /venda"
"Rua Senador Vergueiro, Flamengo","
        67 m²
        ","
        2 
        ","
        2 
        ",NULL,R$ 816,R$ 1.536,"
    R$ 600.000
    /venda"
"Rua Senador Vergueiro, Flamengo","
        75 m²
        ","
        2 
        ","
        2 
        ",NULL,R$ 800,R$ 1.080,"
    R$ 880.000
    /venda"
"Rua Senador Vergueiro, Flamengo","
        68 m²
        ","
        2 
        ","
        2 
        ",NULL,R$ 800,R$ 1.842,"
    R$ 870.000
    /venda"
"Rua Senador Vergueiro, Flamengo","
        41 m²
        ","
        1 
        ","
        2 
        ",NULL,R$ 440,R$ 752,"
    R$ 650.000
    /venda"
"Flamengo, Rio de Janeiro","
        72 m²
        ","
        2 
        ","
        2 
        ",NULL,R$ 650,R$ 174,"
    R$ 670.000
    /venda"
"Rua Senador Vergueiro, Flamengo","
        38 m²
        ","
        1 
        ","
        1 
        ",NULL,R$ 453,R$ 757,"
    R$ 440.000
    /venda"
"Flamengo, Rio de Janeiro","
        70 m²
        ","
        2 
        ","
        2 
        ","
        1 
        ",R$ 820,R$ 150,"
    R$ 820.000
    /venda"
"Rua Senador Vergueiro, Flamengo","
        50 m²
        ","
        1 
        ","
        1 
        ",NULL,R$ 560,R$ 744,"
    R$ 660.000
    /venda"
"Rua Senador Vergueiro, Flamengo","
        52 m²
        ","
        1 
        ","
        2 
        ",NULL,R$ 690,R$ 1.109,"
    R$ 560.000
    /venda"
"Rua Senador Vergueiro, Flamengo","
        45 m²
        ","
        1 
        ","
        1 
        ","
        1 
        ",R$ 497,R$ 79,"
    R$ 580.000
    /venda"
"Rua Senador Vergueiro, Flamengo","
        66 m²
        ","
        2 
        ","
        2 
        ",NULL,R$ 560,NULL,"
    R$ 600.000
    /venda"
"Flamengo, Rio de Janeiro","
        72 m²
        ","
        2 
        ","
        2 
        ",NULL,R$ 612,R$ 140,"
    R$ 730.000
    /venda"
"Rua Senador Vergueiro, Flamengo","
        62 m²
        ","
        2 
        ","
        2 
        ","
        1 
        ",R$ 650,R$ 1.119,"
    R$ 735.000
    /venda"
"Rua Senador Vergueiro, Flamengo","
        55 m²
        ","
        2 
        ","
        1 
        ","
        1 
        ",R$ 850,R$ 119,"
    R$ 650.000
    /venda"
"Rua Senador Vergueiro, Flamengo","
        62 m²
        ","
        2 
        ","
        2 
        ",NULL,R$ 1.300,R$ 152,"
    R$ 550.000
    /venda"
"Flamengo, Rio de Janeiro","
        70 m²
        ","
        2 
        ","
        2 
        ","
        1 
        ",R$ 1.135,NULL,"
    R$ 820.000
    /venda"
"Rua Senador Vergueiro, Flamengo","
        50 m²
        ","
        1 
        ","
        1 
        ",NULL,R$ 480,R$ 208,"
    R$ 385.000
    /venda"
"Flamengo, Rio de Janeiro","
        42 m²
        ","
        1 
        ","
        2 
        ",NULL,R$ 500,R$ 79,"
    R$ 410.000
    /venda"
"Flamengo, Rio de Janeiro","
        45 m²
        ","
        1 
        ","
        2 
        ",NULL,R$ 460,R$ 135,"
    R$ 440.000
    /venda"
"Rua Senador Vergueiro, Flamengo","
        65 m²
        ","
        1 
        ","
        2 
        ",NULL,R$ 500,R$ 1.630,"
    R$ 750.000
    /venda"
"Rua Visconde de Inhaúma, Centro","
        32 - 42 m²
        ","
        1 
        ","
        1 
        ",NULL,NULL,NULL,"
    Sob consulta
  "
"Rua do Bispo, Rio Comprido","
        66 - 80 m²
        ","
        2 - 3 
        ","
        2 
        ","
        1 - 2 
        ",NULL,NULL,"
    Sob consulta
  "
"Rua Jardim Botânico, Jardim Botânico","
        34 - 74 m²
        ","
        1 
        ","
        1 
        ",NULL,NULL,NULL,"
    R$ 530.967
    /venda"
"Rua Senador Vergueiro, Flamengo","
        70 m²
        ","
        2 
        ","
        2 
        ","
        1 
        ",R$ 723,R$ 1.190,"
    R$ 760.000
    /venda"
"Rua Senador Vergueiro, Flamengo","
        52 m²
        ","
        1 
        ","
        2 
        ",NULL,R$ 692,R$ 1.031,"
    R$ 550.000
    /venda"
"Rua Senador Vergueiro, Flamengo","
        39 m²
        ","
        1 
        ","
        1 
        ","
        1 
        ",R$ 497,R$ 765,"
    R$ 560.000
    /venda"
"Rua Senador Vergueiro, Flamengo","
        72 m²
        ","
        2 
        ","
        4 
        ",NULL,R$ 580,NULL,"
    R$ 780.000
    /venda"
"Rua Senador Vergueiro, Flamengo","
        72 m²
        ","
        2 
        ","
        2 
        ",NULL,R$ 750,R$ 155,"
    R$ 720.000
    /venda"
"Flamengo, Rio de Janeiro","
        45 m²
        ","
        1 
        ","
        2 
        ",NULL,R$ 460,R$ 135,"
    R$ 440.000
    /venda"
"Rua Senador Vergueiro, Flamengo","
        40 m²
        ","
        1 
        ","
        2 
        ",NULL,R$ 490,NULL,"
    R$ 420.000
    /venda"
"Rua Senador Vergueiro, Flamengo","
        75 m²
        ","
        2 
        ","
        2 
        ",NULL,R$ 650,R$ 1.780,"
    R$ 760.000
    /venda"
"Rua Senador Vergueiro, Flamengo","
        40 m²
        ","
        1 
        ","
        1 
        ",NULL,R$ 500,R$ 60,"
    R$ 500.000
    /venda"
"Rua Senador Vergueiro, Flamengo","
        25 m²
        ","
        1 
        ","
        1 
        ",NULL,R$ 430,R$ 302,"
    R$ 310.000
    /venda"
"Rua Senador Vergueiro, Flamengo","
        68 m²
        ","
        2 
        ","
        2 
        ",NULL,R$ 817,NULL,"
    R$ 600.000
    /venda"
"Flamengo, Rio de Janeiro","
        70 m²
        ","
        2 
        ","
        1 
        ","
        1 
        ",R$ 723,R$ 190,"
    R$ 820.000
    /venda"
"Rua Senador Vergueiro, Flamengo","
        45 m²
        ","
        1 
        ","
        1 
        ",NULL,R$ 500,R$ 757,"
    R$ 550.000
    /venda"
"Rua Senador Vergueiro, Flamengo","
        40 m²
        ","
        1 
        ","
        1 
        ",NULL,R$ 500,R$ 700,"
    R$ 405.000
    /venda"
"Rua Senador Vergueiro, Flamengo","
        40 m²
        ","
        1 
        ","
        1 
        ","
        1 
        ",R$ 497,R$ 792,"
    R$ 580.000
    /venda"
"Rua Senador Vergueiro, Flamengo","
        38 m²
        ","
        1 
        ","
        1 
        ",NULL,R$ 400,R$ 242,"
    R$ 520.000
    /venda"
"Rua Senador Vergueiro, Flamengo","
        62 m²
        ","
        2 
        ","
        2 
        ",NULL,R$ 780,R$ 2.720,"
    R$ 706.000
    /venda"
"Flamengo, Rio de Janeiro","
        42 m²
        ","
        1 
        ","
        2 
        ",NULL,R$ 500,R$ 79,"
    R$ 410.000
    /venda"
"Rua Senador Vergueiro, Flamengo","
        30 m²
        ","
        1 
        ","
        1 
        ",NULL,R$ 498,R$ 537,"
    R$ 460.000
    /venda"
"Rua Senador Vergueiro, Flamengo","
        64 m²
        ","
        2 
        ","
        1 
        ","
        1 
        ",R$ 865,R$ 162,"
    R$ 865.000
    /venda"
"Rua Senador Vergueiro, Flamengo","
        40 m²
        ","
        1 
        ","
        1 
        ","
        1 
        ",R$ 497,R$ 792,"
    R$ 580.000
    /venda"
"Rua Senador Furtado, Tijuca","
        63 m²
        ","
        2 
        ","
        1 
        ","
        1 - 2 
        ",NULL,NULL,"
    R$ 495.000
    /venda"
"Rua dos Araujos, Tijuca","
        60 m²
        ","
        2 
        ","
        2 
        ","
        1 
        ",NULL,NULL,"
    Sob consulta
  "
"Rua Marquês de Valença, Tijuca","
        70 - 221 m²
        ","
        2 - 4 
        ","
        2 - 3 
        ","
        1 - 2 
        ",NULL,NULL,"
    Sob consulta
  "
"Rua Senador Vergueiro, Flamengo","
        75 m²
        ","
        2 
        ","
        1 
        ","
        1 
        ",R$ 750,R$ 81,"
    R$ 810.000
    /venda"
"Rua Senador Vergueiro, Flamengo","
        32 m²
        ","
        1 
        ","
        1 
        ",NULL,R$ 215,R$ 708,"
    R$ 375.000
    /venda"
"Flamengo, Rio de Janeiro","
        32 m²
        ","
        1 
        ","
        1 
        ",NULL,R$ 300,R$ 121,"
    R$ 410.000
    /venda"
"Rua Senador Vergueiro, Flamengo","
        65 m²
        ","
        2 
        ","
        3 
        ","
        1 
        ",R$ 800,R$ 1.400,"
    R$ 704.000
    /venda"
"Rua Senador Vergueiro, Flamengo","
        35 m²
        ","
        1 
        ","
        1 
        ",NULL,R$ 450,R$ 40,"
    R$ 630.000
    /venda"
"Rua Senador Vergueiro, Flamengo","
        30 m²
        ","
        1 
        ","
        1 
        ",NULL,R$ 500,R$ 400,"
    R$ 380.000
    /venda"
"Rua Senador Vergueiro, Flamengo","
        66 m²
        ","
        2 
        ","
        2 
        ","
        1 
        ",R$ 1.129,R$ 1.623,"
    R$ 800.000
    /venda"
"Rua Senador Vergueiro, Flamengo","
        23 m²
        ","
        1 
        ","
        1 
        ",NULL,R$ 380,R$ 302,"
    R$ 320.000
    /venda"
"Flamengo, Rio de Janeiro","
        64 m²
        ","
        2 
        ","
        1 
        ","
        1 
        ",R$ 865,R$ 162,"
    R$ 865.000
    /venda"
"Flamengo, Rio de Janeiro","
        72 m²
        ","
        2 
        ","
        1 
        ",NULL,R$ 750,R$ 152,"
    R$ 750.000
    /venda"
"Flamengo, Rio de Janeiro","
        40 m²
        ","
        1 
        ","
        1 
        ","
        1 
        ",R$ 497,R$ 79,"
    R$ 580.000
    /venda"
"Rua Senador Vergueiro, Flamengo","
        14 m²
        ","
        1 
        ","
        1 
        ",NULL,R$ 330,R$ 284,"
    R$ 329.000
    /venda"
"Rua Senador Vergueiro, Flamengo","
        72 m²
        ","
        2 
        ","
        2 
        ",NULL,R$ 700,R$ 800,"
    R$ 354.000
    /venda"
"Rua Senador Vergueiro, Flamengo","
        73 m²
        ","
        3 
        ","
        1 
        ","
        1 
        ",R$ 720,R$ 1.657,"
    R$ 1.100.000
    /venda"
"Flamengo, Rio de Janeiro","
        39 m²
        ","
        1 
        ","
        1 
        ","
        1 
        ",R$ 552,R$ 76,"
    R$ 580.000
    /venda"
"Rua Senador Vergueiro, Flamengo","
        28 m²
        ","
        1 
        ","
        1 
        ",NULL,R$ 432,NULL,"
    R$ 300.000
    /venda"
"Rua Senador Vergueiro, Flamengo","
        30 m²
        ","
        1 
        ","
        1 
        ",NULL,R$ 417,R$ 25,"
    R$ 450.000
    /venda"
"Flamengo, Rio de Janeiro","
        35 m²
        ","
        1 
        ","
        1 
        ",NULL,R$ 500,R$ 40,"
    R$ 370.000
    /venda"
"Rua Senador Vergueiro, Flamengo","
        70 m²
        ","
        2 
        ","
        1 
        ",NULL,R$ 1.300,R$ 1.516,"
    R$ 550.000
    /venda"
"Rua Senador Vergueiro, Flamengo","
        45 m²
        ","
        1 
        ","
        1 
        ",NULL,R$ 520,R$ 996,"
    R$ 550.000
    /venda"
"Rua Senador Vergueiro, Flamengo","
        62 m²
        ","
        2 
        ","
        1 
        ",NULL,R$ 1.300,NULL,"
    R$ 550.000
    /venda"
"Rua Farme de Amoedo, Ipanema","
        45 - 107 m²
        ","
        1 
        ","
        1 
        ","
        0 - 1 
        ",NULL,NULL,"
    R$ 1.340.000
    /venda"
"Rua Farme de Amoedo, Ipanema","
        45 - 62 m²
        ","
        1 
        ","
        1 
        ","
        1 
        ",NULL,NULL,"
    R$ 1.340.000
    /venda"
"Rua Conde de Bonfim, Tijuca","
        75 - 122 m²
        ","
        2 - 3 
        ","
        2 
        ","
        1 
        ",NULL,NULL,"
    Sob consulta
  "
"Rua Senador Vergueiro, Flamengo","
        38 m²
        ","
        1 
        ","
        2 
        ",NULL,R$ 500,R$ 757,"
    R$ 550.000
    /venda"
"Rua Senador Vergueiro, Flamengo","
        24 m²
        ","
        1 
        ","
        1 
        ",NULL,R$ 500,R$ 302,"
    R$ 329.000
    /venda"
"Rua Senador Vergueiro, Flamengo","
        38 m²
        ","
        1 
        ","
        2 
        ",NULL,R$ 466,R$ 757,"
    R$ 550.000
    /venda"
"Rua Senador Vergueiro, Flamengo","
        70 m²
        ","
        2 
        ","
        1 
        ","
        1 
        ",R$ 1.000,R$ 1.620,"
    R$ 800.000
    /venda"
"Rua Senador Vergueiro, Flamengo","
        32 m²
        ","
        1 
        ","
        1 
        ",NULL,R$ 300,R$ 536,"
    R$ 390.000
    /venda"
"Rua Senador Vergueiro, Flamengo","
        60 m²
        ","
        2 
        ","
        1 
        ","
        1 
        ",R$ 800,R$ 123,"
    R$ 1.499.000
    /venda"
"Rua Senador Vergueiro, Flamengo","
        66 m²
        ","
        2 
        ","
        1 
        ","
        1 
        ",R$ 610,R$ 970,"
    R$ 880.000
    /venda"
"Rua Senador Vergueiro, Flamengo","
        65 m²
        ","
        2 
        ","
        2 
        ",NULL,R$ 550,R$ 1.218,"
    R$ 580.000
    /venda"
"Rua Senador Vergueiro, Flamengo","
        30 m²
        ","
        1 
        ","
        1 
        ",NULL,R$ 350,R$ 242,"
    R$ 450.000
    /venda"
"Rua Senador Vergueiro, Flamengo","
        75 m²
        ","
        2 
        ","
        1 
        ",NULL,R$ 1.200,R$ 124,"
    R$ 760.000
    /venda"
"Rua Senador Vergueiro, Flamengo","
        38 m²
        ","
        1 
        ","
        1 
        ",NULL,R$ 240,R$ 309,"
    R$ 580.000
    /venda"
"Rua Senador Vergueiro, Flamengo","
        73 m²
        ","
        2 
        ","
        2 
        ","
        1 
        ",R$ 890,R$ 162,"
    R$ 825.000
    /venda"
"Rua Senador Vergueiro, Flamengo","
        66 m²
        ","
        2 
        ","
        2 
        ","
        1 
        ",R$ 700,R$ 1.842,"
    R$ 875.000
    /venda"
"Rua Senador Vergueiro, Flamengo","
        39 m²
        ","
        1 
        ","
        1 
        ","
        1 
        ",R$ 490,R$ 765,"
    R$ 580.000
    /venda"
"Flamengo, Rio de Janeiro","
        42 m²
        ","
        1 
        ","
        1 
        ",NULL,R$ 476,R$ 728,"
    R$ 430.000
    /venda"
"Rua Senador Vergueiro, Flamengo","
        40 m²
        ","
        1 
        ","
        1 
        ","
        1 
        ",R$ 500,R$ 790,"
    R$ 580.000
    /venda"
"Rua Senador Vergueiro, Flamengo","
        66 m²
        ","
        2 
        ","
        3 
        ","
        1 
        ",R$ 680,R$ 892,"
    R$ 820.000
    /venda"
"Rua Senador Vergueiro, Flamengo","
        40 m²
        ","
        1 
        ","
        1 
        ","
        1 
        ",R$ 500,R$ 792,"
    R$ 580.000
    /venda"
"Rua Senador Vergueiro, Flamengo","
        73 m²
        ","
        3 
        ","
        1 
        ","
        1 
        ",R$ 720,R$ 1.657,"
    R$ 1.100.000
    /venda"
"Rua Senador Vergueiro, Flamengo","
        28 m²
        ","
        1 
        ","
        1 
        ",NULL,R$ 410,R$ 300,"
    R$ 380.000
    /venda"
"Rua Senador Vergueiro, Flamengo","
        66 m²
        ","
        2 
        ","
        2 
        ","
        1 
        ",R$ 770,R$ 1.623,"
    R$ 830.000
    /venda"
"Rua Antônio Salema, Vila Isabel","
        68 - 246 m²
        ","
        2 - 3 
        ","
        2 
        ","
        1 
        ",NULL,NULL,"
    R$ 397.000
    /venda"
"Boulevard Vinte e Oito de Setembro, Vila Isabel","
        22 - 33 m²
        ","
        1 
        ","
        1 
        ","
        0 - 1 
        ",NULL,NULL,"
    R$ 160.000
    /venda"
"Rua Araújo Lima, Vila Isabel","
        73 - 189 m²
        ","
        2 
        ","
        3 
        ","
        1 
        ",NULL,NULL,"
    R$ 430.000
    /venda"
"Rua Senador Vergueiro, Flamengo","
        75 m²
        ","
        3 
        ","
        2 
        ",NULL,R$ 1.200,R$ 1.802,"
    R$ 780.000
    /venda"
"Rua Senador Vergueiro, Flamengo","
        24 m²
        ","
        1 
        ","
        1 
        ",NULL,R$ 310,R$ 302,"
    R$ 330.000
    /venda"
"Flamengo, Rio de Janeiro","
        38 m²
        ","
        1 
        ","
        1 
        ",NULL,R$ 300,R$ 498,"
    R$ 370.000
    /venda"
"Rua Senador Vergueiro, Flamengo","
        70 m²
        ","
        2 
        ","
        2 
        ","
        1 
        ",R$ 720,R$ 1.650,"
    R$ 820.000
    /venda"
"Rua Senador Vergueiro, Flamengo","
        36 m²
        ","
        1 
        ","
        1 
        ",NULL,R$ 208,R$ 498,"
    R$ 355.000
    /venda"
"Flamengo, Rio de Janeiro","
        24 m²
        ","
        1 
        ","
        1 
        ",NULL,R$ 550,R$ 302,"
    R$ 320.000
    /venda"
"Rua Senador Vergueiro, Flamengo","
        46 m²
        ","
        1 
        ","
        2 
        ",NULL,R$ 420,R$ 540,"
    R$ 650.000
    /venda"
"Flamengo, Rio de Janeiro","
        41 m²
        ","
        1 
        ","
        1 
        ",NULL,R$ 550,R$ 570,"
    R$ 640.000
    /venda"
"Rua Senador Vergueiro, Flamengo","
        40 m²
        ","
        1 
        ","
        1 
        ","
        1 
        ",R$ 497,R$ 765,"
    R$ 580.000
    /venda"
"Rua Senador Vergueiro, Flamengo","
        24 m²
        ","
        1 
        ","
        1 
        ",NULL,R$ 450,R$ 469,"
    R$ 320.000
    /venda"
"Flamengo, Rio de Janeiro","
        40 m²
        ","
        1 
        ","
        1 
        ",NULL,R$ 400,NULL,"
    R$ 665.000
    /venda"
"Rua Senador Vergueiro, Flamengo","
        38 m²
        ","
        1 
        ","
        1 
        ",NULL,R$ 208,R$ 708,"
    R$ 380.000
    /venda"
"Rua Senador Vergueiro, Flamengo","
        33 m²
        ","
        2 
        ","
        1 
        ",NULL,R$ 500,R$ 600,"
    R$ 580.000
    /venda"
"Rua Senador Vergueiro, Flamengo","
        22 m²
        ","
        1 
        ","
        1 
        ",NULL,R$ 462,R$ 30,"
    R$ 350.000
    /venda"
"Rua Senador Vergueiro, Flamengo","
        42 m²
        ","
        1 
        ","
        1 
        ",NULL,R$ 430,R$ 734,"
    R$ 630.000
    /venda"
"Rua Senador Vergueiro, Flamengo","
        22 m²
        ","
        1 
        ","
        1 
        ",NULL,R$ 500,R$ 302,"
    R$ 320.000
    /venda"
"Rua Senador Vergueiro, Flamengo","
        31 m²
        ","
        1 
        ","
        1 
        ",NULL,R$ 300,R$ 242,"
    R$ 370.000
    /venda"
"Flamengo, Rio de Janeiro","
        28 m²
        ","
        1 
        ","
        1 
        ",NULL,R$ 390,R$ 230,"
    R$ 380.000
    /venda"
"Flamengo, Rio de Janeiro","
        40 m²
        ","
        1 
        ","
        1 
        ","
        1 
        ",R$ 550,R$ 792,"
    R$ 580.000
    /venda"
"Flamengo, Rio de Janeiro","
        30 m²
        ","
        1 
        ","
        1 
        ",NULL,R$ 310,NULL,"
    R$ 490.000
    /venda"
"Rua Senador Vergueiro, Flamengo","
        30 m²
        ","
        1 
        ","
        1 
        ",NULL,R$ 500,R$ 71,"
    R$ 460.000
    /venda"
"Boulevard Vinte e Oito de Setembro, Vila Isabel","
        59 - 68 m²
        ","
        2 
        ","
        2 
        ","
        1 
        ",NULL,NULL,"
    R$ 470.000
    /venda"
"Rua Carvalho Alvim, Tijuca","
        62 - 108 m²
        ","
        1 - 3 
        ","
        2 - 3 
        ","
        1 
        ",NULL,NULL,"
    Sob consulta
  "
"Rua Amoroso Costa, Tijuca","
        62 - 148 m²
        ","
        2 - 4 
        ","
        1 
        ","
        1 - 2 
        ",NULL,NULL,"
    Sob consulta
  "
"Rua Senador Vergueiro, Flamengo","
        39 m²
        ","
        1 
        ","
        1 
        ","
        1 
        ",R$ 497,R$ 765,"
    R$ 580.000
    /venda"
