Address,Area,Dorms,Baths,Parking Slots,Condominio,IPTU,Price
"Avenida Oswaldo Cruz, Flamengo","
        96 m²
        ","
        2 
        ","
        3 
        ","
        1 
        ",R$ 600,NULL,"
    R$ 1.000.000
    /venda"
"Avenida Oswaldo Cruz, Flamengo","
        96 m²
        ","
        2 
        ","
        1 
        ","
        1 
        ",R$ 825,R$ 286,"
    R$ 890.000
    /venda"
"Avenida Oswaldo Cruz, Flamengo","
        88 m²
        ","
        2 
        ","
        3 
        ","
        1 
        ",R$ 680,R$ 1.289,"
    R$ 890.000
    /venda"
"Avenida Oswaldo Cruz, Flamengo","
        70 m²
        ","
        2 
        ","
        1 
        ",NULL,R$ 577,R$ 250,"
    R$ 640.000
    /venda"
"Avenida Oswaldo Cruz, Flamengo","
        50 m²
        ","
        1 
        ","
        1 
        ",NULL,R$ 470,R$ 232,"
    R$ 540.000
    /venda"
"Avenida Oswaldo Cruz, Flamengo","
        64 m²
        ","
        1 
        ","
        1 
        ","
        1 
        ",R$ 686,R$ 217,"
    R$ 800.000
    /venda"
"Avenida Oswaldo Cruz, Flamengo","
        90 m²
        ","
        3 
        ","
        1 
        ","
        1 
        ",R$ 863,R$ 1.600,"
    R$ 900.000
    /venda"
"Avenida Oswaldo Cruz, Flamengo","
        96 m²
        ","
        2 
        ","
        3 
        ","
        1 
        ",R$ 800,R$ 2.858,"
    R$ 880.000
    /venda"
"Avenida Oswaldo Cruz, Flamengo","
        51 m²
        ","
        1 
        ","
        1 
        ","
        1 
        ",R$ 594,R$ 85,"
    R$ 650.000
    /venda"
"Avenida Oswaldo Cruz, Flamengo","
        84 m²
        ","
        2 
        ","
        2 
        ",NULL,R$ 630,R$ 222,"
    R$ 690.000
    /venda"
"Avenida Oswaldo Cruz, Flamengo","
        43 m²
        ","
        1 
        ","
        1 
        ",NULL,R$ 498,R$ 100,"
    R$ 444.000
    /venda"
"Avenida Oswaldo Cruz, Flamengo","
        43 m²
        ","
        1 
        ","
        1 
        ",NULL,R$ 650,R$ 105,"
    R$ 460.000
    /venda"
"Avenida Oswaldo Cruz, Flamengo","
        72 m²
        ","
        2 
        ","
        2 
        ",NULL,R$ 662,R$ 1.987,"
    R$ 560.000
    /venda"
"Avenida Oswaldo Cruz, Flamengo","
        97 m²
        ","
        3 
        ","
        1 
        ","
        1 
        ",R$ 1.279,R$ 260,"
    R$ 850.000
    /venda"
"Flamengo, Rio de Janeiro","
        72 m²
        ","
        2 
        ","
        2 
        ",NULL,R$ 577,R$ 117,"
    R$ 700.000
    /venda"
"Avenida Oswaldo Cruz, Flamengo","
        80 m²
        ","
        1 
        ","
        2 
        ","
        1 
        ",R$ 1.060,R$ 244,"
    R$ 870.000
    /venda"
"Avenida Oswaldo Cruz, Flamengo","
        96 m²
        ","
        2 
        ","
        1 
        ","
        1 
        ",R$ 750,R$ 1.800,"
    R$ 1.150.000
    /venda"
"Rua Real Grandeza, Botafogo","
        66 m²
        ","
        2 - 3 
        ","
        1 
        ","
        1 - 2 
        ",NULL,NULL,"
    R$ 1.012.000
    /venda"
"Rua das Marrecas, Centro","
        32 - 66 m²
        ","
        1 
        ","
        1 
        ",NULL,NULL,NULL,"
    Sob consulta
  "
"Rua do Resende, Centro","
        64 m²
        ","
        1 - 2 
        ","
        1 - 2 
        ","
        1 
        ",NULL,NULL,"
    Sob consulta
  "
"Avenida Oswaldo Cruz, Flamengo","
        80 m²
        ","
        2 
        ","
        2 
        ",NULL,R$ 900,R$ 2.243,"
    R$ 849.000
    /venda"
"Avenida Oswaldo Cruz, Flamengo","
        38 m²
        ","
        1 
        ","
        1 
        ",NULL,R$ 363,R$ 692,"
    R$ 527.000
    /venda"
"Avenida Oswaldo Cruz, Flamengo","
        84 m²
        ","
        2 
        ","
        2 
        ",NULL,R$ 577,R$ 125,"
    R$ 680.000
    /venda"
"Avenida Oswaldo Cruz, Flamengo","
        88 m²
        ","
        2 
        ","
        3 
        ","
        1 
        ",R$ 680,R$ 1.289,"
    R$ 890.000
    /venda"
"Avenida Oswaldo Cruz, Flamengo","
        97 m²
        ","
        3 
        ","
        2 
        ","
        1 
        ",R$ 1.172,R$ 200,"
    R$ 850.000
    /venda"
"Avenida Oswaldo Cruz, Flamengo","
        70 m²
        ","
        2 
        ","
        1 
        ",NULL,R$ 577,R$ 2.400,"
    R$ 640.000
    /venda"
"Avenida Oswaldo Cruz, Flamengo","
        96 m²
        ","
        2 
        ","
        2 
        ","
        1 
        ",R$ 735,R$ 285,"
    R$ 995.000
    /venda"
"Flamengo, Rio de Janeiro","
        80 m²
        ","
        2 
        ","
        2 
        ",NULL,R$ 800,R$ 2.243,"
    R$ 830.000
    /venda"
"Avenida Oswaldo Cruz, Flamengo","
        90 m²
        ","
        2 
        ","
        2 
        ","
        1 
        ",R$ 1.210,R$ 250,"
    R$ 850.000
    /venda"
"Flamengo, Rio de Janeiro","
        70 m²
        ","
        2 
        ","
        2 
        ","
        1 
        ",R$ 766,R$ 190,"
    R$ 950.000
    /venda"
"Avenida Oswaldo Cruz, Flamengo","
        45 m²
        ","
        1 
        ","
        1 
        ",NULL,R$ 520,R$ 900,"
    R$ 450.000
    /venda"
"Avenida Oswaldo Cruz, Flamengo","
        100 m²
        ","
        3 
        ","
        2 
        ","
        1 
        ",R$ 1.172,R$ 200,"
    R$ 719.000
    /venda"
"Avenida Oswaldo Cruz, Flamengo","
        96 m²
        ","
        2 
        ","
        2 
        ","
        1 
        ",R$ 750,R$ 2.920,"
    R$ 880.000
    /venda"
"Flamengo, Rio de Janeiro","
        88 m²
        ","
        2 
        ","
        3 
        ","
        1 
        ",R$ 680,R$ 1.289,"
    R$ 889.993
    /venda"
"Avenida Oswaldo Cruz, Flamengo","
        96 m²
        ","
        2 
        ","
        2 
        ","
        1 
        ",R$ 800,R$ 2.929,"
    R$ 890.000
    /venda"
"Avenida Oswaldo Cruz, Flamengo","
        88 m²
        ","
        2 
        ","
        3 
        ","
        1 
        ",R$ 710,R$ 1.600,"
    R$ 889.000
    /venda"
"Avenida Oswaldo Cruz, Flamengo","
        59 m²
        ","
        1 
        ","
        2 
        ","
        1 
        ",R$ 530,R$ 199,"
    R$ 800.000
    /venda"
"Avenida Oswaldo Cruz, Flamengo","
        88 m²
        ","
        2 
        ","
        2 
        ","
        1 
        ",R$ 1.210,R$ 2.519,"
    R$ 850.000
    /venda"
"Avenida Oswaldo Cruz, Flamengo","
        96 m²
        ","
        2 
        ","
        2 
        ","
        1 
        ",R$ 750,R$ 2.858,"
    R$ 1.000.000
    /venda"
"Avenida Oswaldo Cruz, Flamengo","
        88 m²
        ","
        1 
        ","
        1 
        ","
        1 
        ",R$ 770,R$ 2.526,"
    R$ 890.000
    /venda"
"Avenida Oswaldo Cruz, Flamengo","
        90 m²
        ","
        2 
        ","
        3 
        ","
        1 
        ",R$ 680,NULL,"
    R$ 890.000
    /venda"
"Rua Ubaldino do Amaral, Centro","
        40 - 54 m²
        ","
        1 
        ","
        1 
        ",NULL,NULL,NULL,"
    R$ 435.624
    /venda"
"Rua Henrique Oswald, Copacabana","
        45 - 91 m²
        ","
        1 
        ","
        1 
        ",NULL,NULL,NULL,"
    Sob consulta
  "
"Rua Jardim Botânico, Jardim Botânico","
        34 - 74 m²
        ","
        1 
        ","
        1 
        ",NULL,NULL,NULL,"
    R$ 530.967
    /venda"
"Avenida Oswaldo Cruz, Flamengo","
        80 m²
        ","
        2 
        ","
        2 
        ",NULL,R$ 900,R$ 1.081,"
    R$ 830.000
    /venda"
"Avenida Oswaldo Cruz, Flamengo","
        58 m²
        ","
        1 
        ","
        2 
        ","
        1 
        ",R$ 700,R$ 1.797,"
    R$ 950.000
    /venda"
"Avenida Oswaldo Cruz, Flamengo","
        100 m²
        ","
        3 
        ","
        3 
        ","
        1 
        ",R$ 1.170,R$ 2.200,"
    R$ 720.000
    /venda"
"Avenida Oswaldo Cruz, Flamengo","
        88 m²
        ","
        2 
        ","
        1 
        ","
        1 
        ",R$ 685,R$ 1.613,"
    R$ 890.000
    /venda"
"Flamengo, Rio de Janeiro","
        70 m²
        ","
        2 
        ","
        1 
        ",NULL,R$ 577,NULL,"
    R$ 780.000
    /venda"
"Avenida Oswaldo Cruz, Flamengo","
        43 m²
        ","
        1 
        ","
        1 
        ",NULL,R$ 467,R$ 945,"
    R$ 444.000
    /venda"
"Avenida Oswaldo Cruz, Flamengo","
        84 m²
        ","
        2 
        ","
        2 
        ",NULL,R$ 592,R$ 1.800,"
    R$ 690.000
    /venda"
"Flamengo, Rio de Janeiro","
        90 m²
        ","
        3 
        ","
        2 
        ","
        1 
        ",R$ 1.172,R$ 2.000,"
    R$ 720.000
    /venda"
"Avenida Oswaldo Cruz, Flamengo","
        90 m²
        ","
        2 
        ","
        3 
        ","
        1 
        ",R$ 712,R$ 1.289,"
    R$ 890.000
    /venda"
"Avenida Oswaldo Cruz, Flamengo","
        96 m²
        ","
        2 
        ","
        3 
        ","
        1 
        ",R$ 750,R$ 292,"
    R$ 880.000
    /venda"
"Avenida Oswaldo Cruz, Flamengo","
        96 m²
        ","
        2 
        ","
        3 
        ","
        1 
        ",R$ 720,R$ 2.345,"
    R$ 1.000.000
    /venda"
"Avenida Oswaldo Cruz, Flamengo","
        80 m²
        ","
        2 
        ","
        2 
        ",NULL,R$ 900,R$ 761,"
    R$ 835.000
    /venda"
"Avenida Oswaldo Cruz, Flamengo","
        55 m²
        ","
        1 
        ","
        1 
        ",NULL,R$ 480,R$ 975,"
    R$ 530.000
    /venda"
"Flamengo, Rio de Janeiro","
        45 m²
        ","
        1 
        ","
        1 
        ",NULL,R$ 380,R$ 211,"
    R$ 590.000
    /venda"
"Flamengo, Rio de Janeiro","
        95 m²
        ","
        2 
        ","
        3 
        ","
        1 
        ",R$ 900,NULL,"
    R$ 1.148.000
    /venda"
"Avenida Oswaldo Cruz, Flamengo","
        50 m²
        ","
        1 
        ","
        1 
        ",NULL,R$ 462,R$ 1.013,"
    R$ 630.000
    /venda"
"Avenida Oswaldo Cruz, Flamengo","
        38 m²
        ","
        1 
        ","
        1 
        ",NULL,R$ 400,R$ 242,"
    R$ 529.000
    /venda"
"Avenida Oswaldo Cruz, Flamengo","
        45 m²
        ","
        1 
        ","
        1 
        ",NULL,R$ 630,R$ 1.016,"
    R$ 445.000
    /venda"
"Avenida Oswaldo Cruz, Flamengo","
        80 m²
        ","
        2 
        ","
        1 
        ","
        1 
        ",R$ 900,R$ 224,"
    R$ 795.000
    /venda"
"Flamengo, Rio de Janeiro","
        70 m²
        ","
        2 
        ","
        2 
        ",NULL,R$ 550,R$ 1.700,"
    R$ 990.000
    /venda"
"Avenida Oswaldo Cruz, Flamengo","
        84 m²
        ","
        2 
        ","
        2 
        ",NULL,R$ 629,R$ 214,"
    R$ 690.000
    /venda"
"Avenida Alexandre Ferreira, Lagoa","
        88 - 182 m²
        ","
        2 
        ","
        3 
        ","
        1 
        ",NULL,NULL,"
    R$ 1.387.566
    /venda"
"Rua do Bispo, Rio Comprido","
        66 - 80 m²
        ","
        2 - 3 
        ","
        2 
        ","
        1 - 2 
        ",NULL,NULL,"
    Sob consulta
  "
"Rua Visconde de Inhaúma, Centro","
        32 - 42 m²
        ","
        1 
        ","
        1 
        ",NULL,NULL,NULL,"
    Sob consulta
  "
"Avenida Oswaldo Cruz, Flamengo","
        80 m²
        ","
        2 
        ","
        2 
        ","
        1 
        ",R$ 1.060,R$ 2.000,"
    R$ 850.000
    /venda"
"Flamengo, Rio de Janeiro","
        58 m²
        ","
        1 
        ","
        1 
        ","
        1 
        ",R$ 850,R$ 1.366,"
    R$ 950.000
    /venda"
"Avenida Oswaldo Cruz, Flamengo","
        84 m²
        ","
        2 
        ","
        2 
        ",NULL,R$ 577,R$ 214,"
    R$ 690.000
    /venda"
"Avenida Oswaldo Cruz, Flamengo","
        62 m²
        ","
        1 
        ","
        1 
        ","
        1 
        ",R$ 790,R$ 1.681,"
    R$ 740.000
    /venda"
"Avenida Oswaldo Cruz, Flamengo","
        80 m²
        ","
        2 
        ","
        1 
        ","
        1 
        ",R$ 1.100,NULL,"
    R$ 850.000
    /venda"
"Avenida Oswaldo Cruz, Flamengo","
        88 m²
        ","
        2 
        ","
        2 
        ","
        1 
        ",R$ 1.210,R$ 2.424,"
    R$ 850.000
    /venda"
"Flamengo, Rio de Janeiro","
        43 m²
        ","
        1 
        ","
        1 
        ",NULL,R$ 600,R$ 105,"
    R$ 444.000
    /venda"
"Avenida Oswaldo Cruz, Flamengo","
        97 m²
        ","
        3 
        ","
        2 
        ","
        1 
        ",R$ 1.172,R$ 237,"
    R$ 720.000
    /venda"
"Avenida Oswaldo Cruz, Flamengo","
        65 m²
        ","
        1 
        ","
        1 
        ","
        1 
        ",R$ 929,R$ 2.069,"
    R$ 680.000
    /venda"
"Avenida Oswaldo Cruz, Flamengo","
        45 m²
        ","
        1 
        ","
        1 
        ",NULL,R$ 450,NULL,"
    R$ 525.000
    /venda"
"Avenida Oswaldo Cruz, Flamengo","
        96 m²
        ","
        2 
        ","
        2 
        ","
        1 
        ",R$ 750.000,R$ 292,"
    R$ 880.000
    /venda"
"Flamengo, Rio de Janeiro","
        43 m²
        ","
        1 
        ","
        1 
        ",NULL,R$ 650,R$ 1.000,"
    R$ 444.000
    /venda"
"Flamengo, Rio de Janeiro","
        43 m²
        ","
        1 
        ","
        1 
        ",NULL,R$ 350,NULL,"
    R$ 444.000
    /venda"
"Flamengo, Rio de Janeiro","
        40 m²
        ","
        1 
        ","
        1 
        ",NULL,R$ 450,R$ 280,"
    R$ 530.000
    /venda"
"Avenida Oswaldo Cruz, Flamengo","
        88 m²
        ","
        2 
        ","
        1 
        ","
        1 
        ",R$ 1.211,R$ 1.800,"
    R$ 850.000
    /venda"
"Avenida Oswaldo Cruz, Flamengo","
        38 m²
        ","
        1 
        ","
        1 
        ",NULL,R$ 400,R$ 242,"
    R$ 530.000
    /venda"
"Avenida Oswaldo Cruz, Flamengo","
        96 m²
        ","
        3 
        ","
        4 
        ","
        1 
        ",R$ 679,R$ 1.847,"
    R$ 990.000
    /venda"
"Avenida Oswaldo Cruz, Flamengo","
        58 m²
        ","
        1 
        ","
        1 
        ",NULL,R$ 700,R$ 2.244,"
    R$ 740.000
    /venda"
"Avenida Oswaldo Cruz, Flamengo","
        96 m²
        ","
        2 
        ","
        1 
        ","
        1 
        ",R$ 670,NULL,"
    R$ 980.000
    /venda"
"Rua Senador Furtado, Tijuca","
        63 m²
        ","
        2 
        ","
        1 
        ","
        1 - 2 
        ",NULL,NULL,"
    R$ 495.000
    /venda"
"Rua dos Araujos, Tijuca","
        60 m²
        ","
        2 
        ","
        2 
        ","
        1 
        ",NULL,NULL,"
    Sob consulta
  "
"Rua Marquês de Valença, Tijuca","
        70 - 221 m²
        ","
        2 - 4 
        ","
        2 - 3 
        ","
        1 - 2 
        ",NULL,NULL,"
    Sob consulta
  "
"Rua das Laranjeiras, Laranjeiras","
        71 - 201 m²
        ","
        2 - 4 
        ","
        1 
        ",NULL,NULL,NULL,"
    Sob consulta
  "
"Rua Voluntários da Pátria, Botafogo","
        113 - 116 m²
        ","
        3 
        ","
        2 
        ","
        1 
        ",NULL,NULL,"
    R$ 1.665.000
    /venda"
"Rua Pereira da Silva, Laranjeiras","
        73 - 124 m²
        ","
        2 - 3 
        ","
        3 
        ","
        1 - 2 
        ",NULL,NULL,"
    R$ 960.000
    /venda"
"Avenida Oswaldo Cruz, Flamengo","
        120 m²
        ","
        3 
        ","
        2 
        ","
        1 
        ",R$ 1.320,R$ 270,"
    R$ 1.100.000
    /venda"
"Avenida Oswaldo Cruz, Flamengo","
        130 m²
        ","
        3 
        ","
        3 
        ","
        1 
        ",R$ 1.830,R$ 3.800,"
    R$ 1.200.000
    /venda"
"Avenida Oswaldo Cruz, Flamengo","
        128 m²
        ","
        3 
        ","
        3 
        ","
        1 
        ",R$ 1.400,R$ 3.795,"
    R$ 1.200.000
    /venda"
"Avenida Oswaldo Cruz, Flamengo","
        130 m²
        ","
        3 
        ","
        3 
        ","
        1 
        ",R$ 1.338,R$ 440,"
    R$ 1.480.000
    /venda"
"Avenida Oswaldo Cruz, Flamengo","
        110 m²
        ","
        2 
        ","
        4 
        ","
        1 
        ",R$ 800,R$ 170,"
    R$ 870.000
    /venda"
"Avenida Oswaldo Cruz, Flamengo","
        108 m²
        ","
        2 
        ","
        4 
        ","
        1 
        ",R$ 791,R$ 316,"
    R$ 1.350.000
    /venda"
"Avenida Oswaldo Cruz, Flamengo","
        130 m²
        ","
        3 
        ","
        2 
        ","
        1 
        ",R$ 1.380,R$ 414,"
    R$ 1.850.000
    /venda"
"Avenida Oswaldo Cruz, Flamengo","
        128 m²
        ","
        3 
        ","
        3 
        ","
        1 
        ",R$ 1.700,R$ 3.652,"
    R$ 1.490.000
    /venda"
"Avenida Oswaldo Cruz, Flamengo","
        110 m²
        ","
        2 
        ","
        2 
        ","
        1 
        ",R$ 800,R$ 170,"
    R$ 880.000
    /venda"
"Avenida Oswaldo Cruz, Flamengo","
        130 m²
        ","
        3 
        ","
        3 
        ","
        1 
        ",R$ 1.851,R$ 365,"
    R$ 1.480.000
    /venda"
"Avenida Oswaldo Cruz, Flamengo","
        110 m²
        ","
        2 
        ","
        3 
        ","
        1 
        ",R$ 867,NULL,"
    R$ 1.100.000
    /venda"
"Avenida Oswaldo Cruz, Flamengo","
        107 m²
        ","
        2 
        ","
        3 
        ","
        1 
        ",R$ 933,R$ 3.213,"
    R$ 1.100.000
    /venda"
"Avenida Oswaldo Cruz, Flamengo","
        105 m²
        ","
        2 
        ","
        3 
        ","
        1 
        ",R$ 750,R$ 174,"
    R$ 1.460.000
    /venda"
"Flamengo, Rio de Janeiro","
        110 m²
        ","
        2 
        ","
        1 
        ","
        1 
        ",R$ 800,R$ 1.700,"
    R$ 1.025.000
    /venda"
"Avenida Oswaldo Cruz, Flamengo","
        107 m²
        ","
        2 
        ","
        1 
        ","
        1 
        ",R$ 859,R$ 321,"
    R$ 1.040.000
    /venda"
"Avenida Oswaldo Cruz, Flamengo","
        130 m²
        ","
        3 
        ","
        3 
        ","
        1 
        ",R$ 1.850,R$ 3.650,"
    R$ 1.490.000
    /venda"
"Avenida Oswaldo Cruz, Flamengo","
        130 m²
        ","
        3 
        ","
        4 
        ","
        1 
        ",R$ 1.350,R$ 4.241,"
    R$ 1.840.000
    /venda"
"Avenida Oswaldo Cruz, Flamengo","
        110 m²
        ","
        2 
        ","
        1 
        ","
        1 
        ",R$ 800,R$ 4.500,"
    R$ 1.400.000
    /venda"
"Avenida Oswaldo Cruz, Flamengo","
        110 m²
        ","
        2 
        ","
        4 
        ","
        1 
        ",R$ 734,R$ 320,"
    R$ 930.000
    /venda"
"Avenida Oswaldo Cruz, Flamengo","
        110 m²
        ","
        2 
        ","
        4 
        ","
        1 
        ",R$ 734,R$ 320,"
    R$ 930.000
    /venda"
"Avenida Oswaldo Cruz, Flamengo","
        107 m²
        ","
        2 
        ","
        3 
        ","
        1 
        ",R$ 800,R$ 2.765,"
    R$ 940.000
    /venda"
"Avenida Lauro Sodré, Botafogo","
        72 - 339 m²
        ","
        2 - 4 
        ","
        1 - 2 
        ","
        1 - 2 
        ",NULL,NULL,"
    Sob consulta
  "
"Rua Dona Mariana, Botafogo","
        109 - 209 m²
        ","
        3 - 4 
        ","
        2 - 4 
        ","
        1 - 2 
        ",NULL,NULL,"
    Sob consulta
  "
"Rua Sorocaba, Botafogo","
        101 - 129 m²
        ","
        3 
        ","
        3 
        ","
        1 - 2 
        ",NULL,NULL,"
    R$ 1.194.000
    /venda"
"Flamengo, Rio de Janeiro","
        110 m²
        ","
        2 
        ","
        4 
        ","
        1 
        ",R$ 734,R$ 320,"
    R$ 980.000
    /venda"
"Avenida Oswaldo Cruz, Flamengo","
        129 m²
        ","
        3 
        ","
        2 
        ","
        1 
        ",R$ 1.445,R$ 3.550,"
    R$ 1.600.000
    /venda"
"Avenida Oswaldo Cruz, Flamengo","
        130 m²
        ","
        3 
        ","
        4 
        ","
        1 
        ",R$ 1.350,R$ 2.829,"
    R$ 1.840.000
    /venda"
"Avenida Oswaldo Cruz, Flamengo","
        128 m²
        ","
        3 
        ","
        3 
        ","
        1 
        ",R$ 1.338,R$ 3.652,"
    R$ 1.540.000
    /venda"
"Avenida Oswaldo Cruz, Flamengo","
        120 m²
        ","
        3 
        ","
        2 
        ","
        1 
        ",R$ 1.631,R$ 299,"
    R$ 1.150.000
    /venda"
"Avenida Oswaldo Cruz, Flamengo","
        110 m²
        ","
        2 
        ","
        1 
        ","
        1 
        ",R$ 734,R$ 3.840,"
    R$ 910.000
    /venda"
"Avenida Oswaldo Cruz, Flamengo","
        115 m²
        ","
        3 
        ","
        3 
        ","
        1 
        ",R$ 1.200,NULL,"
    R$ 1.300.000
    /venda"
"Flamengo, Rio de Janeiro","
        110 m²
        ","
        2 
        ","
        3 
        ","
        1 
        ",R$ 800,R$ 170,"
    R$ 990.000
    /venda"
"Avenida Oswaldo Cruz, Flamengo","
        130 m²
        ","
        3 
        ","
        3 
        ","
        1 
        ",R$ 1.376,R$ 347,"
    R$ 1.830.000
    /venda"
"Avenida Oswaldo Cruz, Flamengo","
        110 m²
        ","
        2 
        ","
        3 
        ","
        1 
        ",R$ 734,R$ 320,"
    R$ 980.000
    /venda"
"Avenida Oswaldo Cruz, Flamengo","
        105 m²
        ","
        3 
        ","
        3 
        ","
        1 
        ",R$ 1.254,R$ 1.773,"
    R$ 1.300.000
    /venda"
"Avenida Oswaldo Cruz, Flamengo","
        130 m²
        ","
        3 
        ","
        4 
        ","
        1 
        ",R$ 1.378,NULL,"
    R$ 1.800.000
    /venda"
"Avenida Oswaldo Cruz, Flamengo","
        108 m²
        ","
        2 
        ","
        3 
        ","
        1 
        ",R$ 685,R$ 2.733,"
    R$ 1.150.000
    /venda"
"Avenida Oswaldo Cruz, Flamengo","
        130 m²
        ","
        3 
        ","
        4 
        ","
        1 
        ",R$ 1.380,R$ 414,"
    R$ 1.840.000
    /venda"
"Avenida Oswaldo Cruz, Flamengo","
        130 m²
        ","
        2 
        ","
        3 
        ","
        1 
        ",R$ 1.520,R$ 3.478,"
    R$ 1.850.000
    /venda"
"Avenida Oswaldo Cruz, Flamengo","
        120 m²
        ","
        3 
        ","
        3 
        ","
        1 
        ",R$ 1.320,R$ 270,"
    R$ 1.100.000
    /venda"
