Address,Area,Dorms,Baths,Parking Slots,Condominio,IPTU,Price
"Rua Marquês de Abrantes, Flamengo","
        85 m²
        ","
        2 
        ","
        1 
        ",NULL,R$ 860,R$ 2.000,"
    R$ 830.000
    /venda"
"Flamengo, Rio de Janeiro","
        78 m²
        ","
        2 
        ","
        2 
        ",NULL,R$ 850,R$ 200,"
    R$ 695.000
    /venda"
"Rua Marquês de Abrantes, Flamengo","
        78 m²
        ","
        2 
        ","
        2 
        ",NULL,R$ 867,R$ 1.700,"
    R$ 830.000
    /venda"
"Rua Marquês de Abrantes, Flamengo","
        74 m²
        ","
        2 
        ","
        2 
        ","
        1 
        ",R$ 651,R$ 165,"
    R$ 700.000
    /venda"
"Rua Marquês de Abrantes, Flamengo","
        80 m²
        ","
        2 
        ","
        2 
        ","
        1 
        ",R$ 775,R$ 1.619,"
    R$ 700.000
    /venda"
"Rua Marquês de Abrantes, Flamengo","
        40 m²
        ","
        1 
        ","
        1 
        ",NULL,R$ 858,R$ 332,"
    R$ 390.000
    /venda"
"Rua Marquês de Abrantes, Flamengo","
        80 m²
        ","
        2 
        ","
        3 
        ","
        1 
        ",R$ 811,R$ 1.311,"
    R$ 930.000
    /venda"
"Rua Marquês de Abrantes, Flamengo","
        80 m²
        ","
        2 
        ","
        3 
        ","
        1 
        ",R$ 886,R$ 2.091,"
    R$ 720.000
    /venda"
"Rua Marquês de Abrantes, Flamengo","
        81 m²
        ","
        2 
        ","
        3 
        ","
        1 
        ",R$ 805,R$ 2.455,"
    R$ 900.000
    /venda"
"Rua Marquês de Abrantes, Flamengo","
        80 m²
        ","
        2 
        ","
        2 
        ","
        1 
        ",R$ 850,R$ 200,"
    R$ 795.000
    /venda"
"Rua Marquês de Abrantes, Flamengo","
        65 m²
        ","
        2 
        ","
        2 
        ","
        1 
        ",R$ 800,R$ 2.059,"
    R$ 730.000
    /venda"
"Flamengo, Rio de Janeiro","
        85 m²
        ","
        2 
        ","
        2 
        ",NULL,R$ 867,R$ 170,"
    R$ 830.000
    /venda"
"Rua Marquês de Abrantes, Flamengo","
        35 m²
        ","
        1 
        ","
        1 
        ",NULL,R$ 450,R$ 200,"
    R$ 350.000
    /venda"
"Rua Marquês de Abrantes, Flamengo","
        83 m²
        ","
        2 
        ","
        2 
        ",NULL,R$ 850,R$ 1.598,"
    R$ 750.000
    /venda"
"Rua Marquês de Abrantes, Flamengo","
        48 m²
        ","
        1 
        ","
        1 
        ",NULL,R$ 600,R$ 1.200,"
    R$ 575.000
    /venda"
"Rua Marquês de Abrantes, Flamengo","
        36 m²
        ","
        1 
        ","
        1 
        ",NULL,R$ 650,R$ 744,"
    R$ 470.000
    /venda"
"Rua Real Grandeza, Botafogo","
        66 m²
        ","
        2 - 3 
        ","
        1 
        ","
        1 - 2 
        ",NULL,NULL,"
    R$ 1.012.000
    /venda"
"Rua das Marrecas, Centro","
        32 - 66 m²
        ","
        1 
        ","
        1 
        ",NULL,NULL,NULL,"
    Sob consulta
  "
"Rua do Resende, Centro","
        64 m²
        ","
        1 - 2 
        ","
        1 - 2 
        ","
        1 
        ",NULL,NULL,"
    Sob consulta
  "
"Rua Marquês de Abrantes, Flamengo","
        85 m²
        ","
        2 
        ","
        2 
        ",NULL,R$ 860,R$ 1.700,"
    R$ 798.000
    /venda"
"Rua Marquês de Abrantes, Flamengo","
        38 m²
        ","
        1 
        ","
        1 
        ",NULL,R$ 723,R$ 728,"
    R$ 380.000
    /venda"
"Rua Marquês de Abrantes, Flamengo","
        80 m²
        ","
        2 
        ","
        2 
        ","
        1 
        ",R$ 1.024,NULL,"
    R$ 750.000
    /venda"
"Rua Marquês de Abrantes, Flamengo","
        76 m²
        ","
        2 
        ","
        2 
        ","
        1 
        ",R$ 850,R$ 172,"
    R$ 690.000
    /venda"
"Rua Marquês de Abrantes, Flamengo","
        79 m²
        ","
        2 
        ","
        3 
        ","
        1 
        ",R$ 780,R$ 1.252,"
    R$ 770.000
    /venda"
"Rua Marquês de Abrantes, Flamengo","
        75 m²
        ","
        2 
        ","
        2 
        ","
        1 
        ",R$ 850,R$ 1.727,"
    R$ 700.000
    /venda"
"Rua Marquês de Abrantes, Flamengo","
        78 m²
        ","
        2 
        ","
        2 
        ",NULL,R$ 867,R$ 1.766,"
    R$ 799.000
    /venda"
"Rua Marquês de Abrantes, Flamengo","
        80 m²
        ","
        2 
        ","
        3 
        ","
        1 
        ",R$ 750,R$ 1.311,"
    R$ 930.000
    /venda"
"Rua Marquês de Abrantes, Flamengo","
        40 m²
        ","
        1 
        ","
        2 
        ",NULL,R$ 700,R$ 773,"
    R$ 580.000
    /venda"
"Rua Marquês de Abrantes, Flamengo","
        70 m²
        ","
        3 
        ","
        2 
        ",NULL,R$ 900,R$ 180,"
    R$ 910.000
    /venda"
"Rua Marquês de Abrantes, Flamengo","
        40 m²
        ","
        1 
        ","
        1 
        ",NULL,R$ 720,NULL,"
    R$ 390.000
    /venda"
"Rua Marquês de Abrantes, Flamengo","
        45 m²
        ","
        1 
        ","
        1 
        ",NULL,R$ 600,R$ 1.500,"
    R$ 580.000
    /venda"
"Rua Marquês de Abrantes, Flamengo","
        76 m²
        ","
        2 
        ","
        1 
        ",NULL,R$ 888,R$ 175,"
    R$ 850.000
    /venda"
"Flamengo, Rio de Janeiro","
        79 m²
        ","
        2 
        ","
        1 
        ","
        1 
        ",R$ 897,R$ 177,"
    R$ 890.000
    /venda"
"Rua Marquês de Abrantes, Flamengo","
        79 m²
        ","
        2 
        ","
        3 
        ","
        1 
        ",R$ 820,R$ 1.445,"
    R$ 895.000
    /venda"
"Rua Marquês de Abrantes, Flamengo","
        78 m²
        ","
        2 
        ","
        2 
        ",NULL,R$ 876,R$ 1.766,"
    R$ 830.000
    /venda"
"Rua Marquês de Abrantes, Flamengo","
        85 m²
        ","
        2 
        ","
        2 
        ",NULL,R$ 867,R$ 170,"
    R$ 799.000
    /venda"
"Rua Marquês de Abrantes, Flamengo","
        81 m²
        ","
        2 
        ","
        2 
        ","
        2 
        ",R$ 1.113,R$ 168,"
    R$ 820.000
    /venda"
"Flamengo, Rio de Janeiro","
        75 m²
        ","
        2 
        ","
        2 
        ","
        1 
        ",R$ 600,NULL,"
    R$ 700.000
    /venda"
"Rua Marquês de Abrantes, Flamengo","
        83 m²
        ","
        2 
        ","
        3 
        ","
        1 
        ",R$ 827,R$ 1.640,"
    R$ 895.000
    /venda"
"Rua Marquês de Abrantes, Flamengo","
        76 m²
        ","
        2 
        ","
        2 
        ","
        1 
        ",R$ 850,R$ 1.727,"
    R$ 700.000
    /venda"
"Rua Ubaldino do Amaral, Centro","
        40 - 54 m²
        ","
        1 
        ","
        1 
        ",NULL,NULL,NULL,"
    R$ 435.624
    /venda"
"Rua Henrique Oswald, Copacabana","
        45 - 91 m²
        ","
        1 
        ","
        1 
        ",NULL,NULL,NULL,"
    Sob consulta
  "
"Rua do Bispo, Rio Comprido","
        66 - 80 m²
        ","
        2 - 3 
        ","
        2 
        ","
        1 - 2 
        ",NULL,NULL,"
    Sob consulta
  "
"Rua Marquês de Abrantes, Flamengo","
        85 m²
        ","
        2 
        ","
        2 
        ",NULL,R$ 865,NULL,"
    R$ 830.000
    /venda"
"Rua Marquês de Abrantes, Flamengo","
        80 m²
        ","
        2 
        ","
        2 
        ",NULL,R$ 800,R$ 1.600,"
    R$ 880.000
    /venda"
"Rua Marquês de Abrantes, Flamengo","
        78 m²
        ","
        2 
        ","
        1 
        ",NULL,R$ 867,R$ 164,"
    R$ 799.000
    /venda"
"Rua Marquês de Abrantes, Flamengo","
        41 m²
        ","
        1 
        ","
        1 
        ",NULL,R$ 430,R$ 699,"
    R$ 480.000
    /venda"
"Rua Marquês de Abrantes, Flamengo","
        78 m²
        ","
        2 
        ","
        2 
        ",NULL,R$ 867,R$ 1.700,"
    R$ 799.000
    /venda"
"Rua Marquês de Abrantes, Flamengo","
        81 m²
        ","
        2 
        ","
        1 
        ","
        1 
        ",R$ 804,R$ 245,"
    R$ 950.000
    /venda"
"Rua Marquês de Abrantes, Flamengo","
        65 m²
        ","
        2 
        ","
        2 
        ","
        1 
        ",R$ 900,R$ 2.059,"
    R$ 750.000
    /venda"
"Rua Marquês de Abrantes, Flamengo","
        65 m²
        ","
        2 
        ","
        2 
        ","
        1 
        ",R$ 850,R$ 1.611,"
    R$ 700.000
    /venda"
"Rua Marquês de Abrantes, Flamengo","
        56 m²
        ","
        2 
        ","
        2 
        ",NULL,R$ 660,R$ 263,"
    R$ 725.000
    /venda"
"Rua Marquês de Abrantes, Flamengo","
        80 m²
        ","
        2 
        ","
        3 
        ","
        1 
        ",R$ 800,R$ 2.000,"
    R$ 900.000
    /venda"
"Rua Marquês de Abrantes, Flamengo","
        55 m²
        ","
        1 
        ","
        2 
        ",NULL,R$ 500,R$ 1.000,"
    R$ 420.000
    /venda"
"Flamengo, Rio de Janeiro","
        65 m²
        ","
        2 
        ","
        2 
        ","
        1 
        ",R$ 800,R$ 205,"
    R$ 700.000
    /venda"
"Rua Marquês de Abrantes, Flamengo","
        48 m²
        ","
        1 
        ","
        1 
        ",NULL,R$ 600,R$ 1.150,"
    R$ 575.000
    /venda"
"Flamengo, Rio de Janeiro","
        75 m²
        ","
        2 
        ","
        2 
        ",NULL,R$ 490,R$ 1.000,"
    R$ 950.000
    /venda"
"Flamengo, Rio de Janeiro","
        76 m²
        ","
        2 
        ","
        1 
        ","
        1 
        ",R$ 850,R$ 1.720,"
    R$ 675.000
    /venda"
"Rua Marquês de Abrantes, Flamengo","
        85 m²
        ","
        2 
        ","
        2 
        ",NULL,R$ 800,R$ 1.400,"
    R$ 945.000
    /venda"
"Rua Marquês de Abrantes, Flamengo","
        40 m²
        ","
        1 
        ","
        2 
        ",NULL,R$ 757,R$ 758,"
    R$ 550.000
    /venda"
"Rua Marquês de Abrantes, Flamengo","
        74 m²
        ","
        2 
        ","
        2 
        ","
        1 
        ",R$ 1.000,R$ 1.727,"
    R$ 695.000
    /venda"
"Rua Marquês de Abrantes, Flamengo","
        75 m²
        ","
        2 
        ","
        2 
        ","
        1 
        ",R$ 875,R$ 130,"
    R$ 700.000
    /venda"
"Flamengo, Rio de Janeiro","
        81 m²
        ","
        2 
        ","
        1 
        ","
        1 
        ",R$ 804,R$ 245,"
    R$ 950.000
    /venda"
"Rua Marquês de Abrantes, Flamengo","
        83 m²
        ","
        2 
        ","
        3 
        ","
        1 
        ",R$ 795,NULL,"
    R$ 906.000
    /venda"
"Rua Jardim Botânico, Jardim Botânico","
        34 - 74 m²
        ","
        1 
        ","
        1 
        ",NULL,NULL,NULL,"
    R$ 530.967
    /venda"
"Rua Visconde de Inhaúma, Centro","
        32 - 42 m²
        ","
        1 
        ","
        1 
        ",NULL,NULL,NULL,"
    Sob consulta
  "
"Rua Senador Furtado, Tijuca","
        63 m²
        ","
        2 
        ","
        1 
        ","
        1 - 2 
        ",NULL,NULL,"
    R$ 495.000
    /venda"
"Rua Marquês de Abrantes, Flamengo","
        83 m²
        ","
        2 
        ","
        3 
        ","
        1 
        ",R$ 795,NULL,"
    R$ 906.000
    /venda"
"Rua Marquês de Abrantes, Flamengo","
        78 m²
        ","
        2 
        ","
        2 
        ",NULL,R$ 730,R$ 1.650,"
    R$ 735.000
    /venda"
"Rua Marquês de Abrantes, Flamengo","
        74 m²
        ","
        2 
        ","
        2 
        ","
        1 
        ",R$ 850,R$ 990,"
    R$ 770.000
    /venda"
"Rua Marquês de Abrantes, Flamengo","
        75 m²
        ","
        2 
        ","
        2 
        ","
        1 
        ",R$ 1.250,R$ 1.588,"
    R$ 700.000
    /venda"
"Rua Marquês de Abrantes, Flamengo","
        82 m²
        ","
        2 
        ","
        1 
        ","
        1 
        ",R$ 750,R$ 164,"
    R$ 930.000
    /venda"
"Rua Marquês de Abrantes, Flamengo","
        41 m²
        ","
        1 
        ","
        1 
        ",NULL,R$ 727,R$ 1.014,"
    R$ 479.000
    /venda"
"Rua Marquês de Abrantes, Flamengo","
        80 m²
        ","
        2 
        ","
        2 
        ","
        1 
        ",R$ 850,R$ 1.300,"
    R$ 850.000
    /venda"
"Rua Marquês de Abrantes, Flamengo","
        48 m²
        ","
        1 
        ","
        1 
        ",NULL,R$ 760,NULL,"
    R$ 475.000
    /venda"
"Flamengo, Rio de Janeiro","
        48 m²
        ","
        1 
        ","
        1 
        ",NULL,R$ 600,R$ 1.150,"
    R$ 575.000
    /venda"
"Rua Marquês de Abrantes, Flamengo","
        36 m²
        ","
        1 
        ","
        1 
        ",NULL,R$ 550,R$ 744,"
    R$ 470.000
    /venda"
"Flamengo, Rio de Janeiro","
        85 m²
        ","
        2 
        ","
        2 
        ",NULL,R$ 720,R$ 30,"
    R$ 735.000
    /venda"
"Rua Marquês de Abrantes, Flamengo","
        81 m²
        ","
        2 
        ","
        1 
        ","
        1 
        ",R$ 804,R$ 2.455,"
    R$ 950.000
    /venda"
"Rua Marquês de Abrantes, Flamengo","
        75 m²
        ","
        2 
        ","
        2 
        ","
        1 
        ",R$ 490,R$ 181,"
    R$ 950.000
    /venda"
"Rua Marquês de Abrantes, Flamengo","
        80 m²
        ","
        2 
        ","
        1 
        ","
        1 
        ",R$ 1.017,R$ 1.800,"
    R$ 700.000
    /venda"
"Rua Marquês de Abrantes, Flamengo","
        25 m²
        ","
        1 
        ","
        1 
        ",NULL,R$ 600,R$ 302,"
    R$ 450.000
    /venda"
"Rua Marquês de Abrantes, Flamengo","
        65 m²
        ","
        2 
        ","
        2 
        ","
        1 
        ",R$ 800,R$ 2.000,"
    R$ 700.000
    /venda"
"Rua Marquês de Abrantes, Flamengo","
        77 m²
        ","
        2 
        ","
        2 
        ","
        1 
        ",R$ 800,R$ 2.000,"
    R$ 900.000
    /venda"
"Rua Marquês de Abrantes, Flamengo","
        80 m²
        ","
        2 
        ","
        3 
        ","
        1 
        ",NULL,NULL,"
    R$ 850.000
    /venda"
"Rua Marquês de Abrantes, Flamengo","
        84 m²
        ","
        3 
        ","
        2 
        ",NULL,R$ 680,R$ 179,"
    R$ 863.000
    /venda"
"Rua Marquês de Abrantes, Flamengo","
        85 m²
        ","
        2 
        ","
        2 
        ",NULL,R$ 960,R$ 147,"
    R$ 830.000
    /venda"
"Rua Marquês de Abrantes, Flamengo","
        85 m²
        ","
        2 
        ","
        2 
        ","
        1 
        ",R$ 867,R$ 1.700,"
    R$ 830.000
    /venda"
"Rua dos Araujos, Tijuca","
        60 m²
        ","
        2 
        ","
        2 
        ","
        1 
        ",NULL,NULL,"
    Sob consulta
  "
"Rua Marquês de Valença, Tijuca","
        70 - 221 m²
        ","
        2 - 4 
        ","
        2 - 3 
        ","
        1 - 2 
        ",NULL,NULL,"
    Sob consulta
  "
"Rua Farme de Amoedo, Ipanema","
        45 - 107 m²
        ","
        1 
        ","
        1 
        ","
        0 - 1 
        ",NULL,NULL,"
    R$ 1.340.000
    /venda"
"Rua Marquês de Abrantes, Flamengo","
        55 m²
        ","
        2 
        ","
        1 
        ",NULL,R$ 670,R$ 1.116,"
    R$ 690.000
    /venda"
"Flamengo, Rio de Janeiro","
        75 m²
        ","
        2 
        ","
        2 
        ","
        1 
        ",R$ 1.150,R$ 1.200,"
    R$ 820.000
    /venda"
"Rua Marquês de Abrantes, Flamengo","
        76 m²
        ","
        2 
        ","
        2 
        ","
        1 
        ",R$ 728,R$ 2.330,"
    R$ 950.000
    /venda"
"Rua Marquês de Abrantes, Flamengo","
        38 m²
        ","
        1 
        ","
        2 
        ",NULL,R$ 848,R$ 704,"
    R$ 440.000
    /venda"
"Rua Marquês de Abrantes, Flamengo","
        80 m²
        ","
        2 
        ","
        1 
        ","
        1 
        ",R$ 750,R$ 1.619,"
    R$ 670.000
    /venda"
"Rua Marquês de Abrantes, Flamengo","
        82 m²
        ","
        2 
        ","
        1 
        ",NULL,R$ 430,NULL,"
    R$ 850.000
    /venda"
"Rua Marquês de Abrantes, Flamengo","
        47 m²
        ","
        1 
        ","
        1 
        ",NULL,R$ 1.200,R$ 687,"
    R$ 420.000
    /venda"
"Rua Marquês de Abrantes, Flamengo","
        79 m²
        ","
        2 
        ","
        2 
        ","
        1 
        ",R$ 1.090,R$ 2.122,"
    R$ 750.000
    /venda"
"Rua Marquês de Abrantes, Flamengo","
        84 m²
        ","
        3 
        ","
        1 
        ",NULL,R$ 782,R$ 200,"
    R$ 890.000
    /venda"
"Rua Marquês de Abrantes, Flamengo","
        32 m²
        ","
        1 
        ","
        1 
        ",NULL,R$ 760,R$ 708,"
    R$ 450.000
    /venda"
"Rua Marquês de Abrantes, Flamengo","
        80 m²
        ","
        2 
        ","
        2 
        ","
        1 
        ",R$ 800,R$ 1.251,"
    R$ 745.000
    /venda"
"Rua Marquês de Abrantes, Flamengo","
        38 m²
        ","
        1 
        ","
        2 
        ",NULL,R$ 518,R$ 558,"
    R$ 450.000
    /venda"
"Rua Marquês de Abrantes, Flamengo","
        81 m²
        ","
        2 
        ","
        3 
        ","
        1 
        ",R$ 1.300,R$ 1.700,"
    R$ 800.000
    /venda"
"Rua Marquês de Abrantes, Flamengo","
        41 m²
        ","
        1 
        ","
        2 
        ",NULL,R$ 500,R$ 300,"
    R$ 630.000
    /venda"
"Rua Marquês de Abrantes, Flamengo","
        65 m²
        ","
        2 
        ","
        2 
        ","
        1 
        ",R$ 800,R$ 2.059,"
    R$ 890.000
    /venda"
"Rua Marquês de Abrantes, Flamengo","
        32 m²
        ","
        1 
        ","
        1 
        ",NULL,R$ 781,R$ 700,"
    R$ 390.000
    /venda"
"Rua Marquês de Abrantes, Flamengo","
        40 m²
        ","
        1 
        ","
        2 
        ",NULL,R$ 679,R$ 80,"
    R$ 479.000
    /venda"
"Flamengo, Rio de Janeiro","
        41 m²
        ","
        1 
        ","
        1 
        ",NULL,R$ 560,R$ 1.014,"
    R$ 473.000
    /venda"
"Rua Marquês de Abrantes, Flamengo","
        74 m²
        ","
        2 
        ","
        2 
        ","
        1 
        ",R$ 1.000,R$ 1.727,"
    R$ 700.000
    /venda"
"Flamengo, Rio de Janeiro","
        80 m²
        ","
        2 
        ","
        3 
        ","
        1 
        ",R$ 952,R$ 1.666,"
    R$ 750.000
    /venda"
"Rua Marquês de Abrantes, Flamengo","
        26 m²
        ","
        1 
        ","
        1 
        ",NULL,R$ 600,NULL,"
    R$ 260.000
    /venda"
"Rua Farme de Amoedo, Ipanema","
        45 - 62 m²
        ","
        1 
        ","
        1 
        ","
        1 
        ",NULL,NULL,"
    R$ 1.340.000
    /venda"
"Rua Visconde de Itamarati, Tijuca","
        76 m²
        ","
        2 - 3 
        ","
        2 - 3 
        ","
        1 - 2 
        ",NULL,NULL,"
    Sob consulta
  "
"Rua Conde de Bonfim, Tijuca","
        75 - 122 m²
        ","
        2 - 3 
        ","
        2 
        ","
        1 
        ",NULL,NULL,"
    Sob consulta
  "
"Rua Marquês de Abrantes, Flamengo","
        48 m²
        ","
        1 
        ","
        1 
        ",NULL,R$ 570,R$ 1.080,"
    R$ 525.000
    /venda"
"Rua Marquês de Abrantes, Flamengo","
        80 m²
        ","
        2 
        ","
        3 
        ","
        1 
        ",R$ 900,R$ 1.200,"
    R$ 720.000
    /venda"
"Rua Marquês de Abrantes, Flamengo","
        38 m²
        ","
        1 
        ","
        1 
        ",NULL,R$ 600,R$ 120,"
    R$ 470.000
    /venda"
"Rua Marquês de Abrantes, Flamengo","
        48 m²
        ","
        2 
        ","
        2 
        ",NULL,R$ 600,R$ 77,"
    R$ 640.000
    /venda"
"Rua Marquês de Abrantes, Flamengo","
        80 m²
        ","
        2 
        ","
        2 
        ","
        1 
        ",R$ 990,R$ 2.080,"
    R$ 700.000
    /venda"
"Rua Marquês de Abrantes, Flamengo","
        65 m²
        ","
        2 
        ","
        2 
        ","
        1 
        ",R$ 900,R$ 200,"
    R$ 850.000
    /venda"
"Rua Marquês de Abrantes, Flamengo","
        84 m²
        ","
        3 
        ","
        2 
        ","
        1 
        ",R$ 752,R$ 2.154,"
    R$ 850.000
    /venda"
"Rua Marquês de Abrantes, Flamengo","
        50 m²
        ","
        1 
        ","
        1 
        ",NULL,R$ 400,R$ 20,"
    R$ 600.000
    /venda"
"Flamengo, Rio de Janeiro","
        82 m²
        ","
        2 
        ","
        2 
        ","
        1 
        ",R$ 830,R$ 1.600,"
    R$ 930.000
    /venda"
"Rua Marquês de Abrantes, Flamengo","
        38 m²
        ","
        1 
        ","
        2 
        ",NULL,R$ 750,R$ 677,"
    R$ 480.000
    /venda"
"Rua Marquês de Abrantes, Flamengo","
        71 m²
        ","
        2 
        ","
        2 
        ","
        1 
        ",R$ 1.381,R$ 245,"
    R$ 800.000
    /venda"
"Rua Marquês de Abrantes, Flamengo","
        77 m²
        ","
        2 
        ","
        2 
        ","
        1 
        ",R$ 900,R$ 2.000,"
    R$ 840.000
    /venda"
"Rua Marquês de Abrantes, Flamengo","
        70 m²
        ","
        2 
        ","
        1 
        ","
        1 
        ",R$ 700,R$ 115,"
    R$ 655.000
    /venda"
"Rua Marquês de Abrantes, Flamengo","
        28 m²
        ","
        1 
        ","
        1 
        ",NULL,R$ 620,NULL,"
    R$ 339.000
    /venda"
"Rua Marquês de Abrantes, Flamengo","
        40 m²
        ","
        1 
        ","
        1 
        ",NULL,R$ 700,R$ 1.700,"
    R$ 650.000
    /venda"
"Rua Marquês de Abrantes, Flamengo","
        38 m²
        ","
        1 
        ",NULL,NULL,R$ 446,R$ 297,"
    R$ 460.000
    /venda"
"Flamengo, Rio de Janeiro","
        28 m²
        ","
        1 
        ","
        1 
        ",NULL,R$ 515,R$ 810,"
    R$ 300.000
    /venda"
"Rua Marquês de Abrantes, Flamengo","
        32 m²
        ","
        1 
        ","
        1 
        ",NULL,R$ 781,R$ 708,"
    R$ 390.000
    /venda"
"Rua Marquês de Abrantes, Flamengo","
        37 m²
        ","
        1 
        ","
        1 
        ",NULL,R$ 420,R$ 749,"
    R$ 485.000
    /venda"
"Rua Marquês de Abrantes, Flamengo","
        33 m²
        ","
        1 
        ","
        1 
        ",NULL,R$ 450,R$ 59,"
    R$ 480.000
    /venda"
"Rua Marquês de Abrantes, Flamengo","
        42 m²
        ","
        1 
        ","
        1 
        ",NULL,R$ 390,R$ 1.230,"
    R$ 480.000
    /venda"
"Rua Antônio Salema, Vila Isabel","
        68 - 246 m²
        ","
        2 - 3 
        ","
        2 
        ","
        1 
        ",NULL,NULL,"
    R$ 397.000
    /venda"
